Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes
0.1	Rtr6	7	dev[10]=net(7,10-14)	DropInterests	0	0
0.1	Rtr6	7	dev[10]=net(7,10-14)	InNacks	0	0
0.1	Rtr6	7	dev[10]=net(7,10-14)	OutNacks	0	0
0.1	Rtr6	7	dev[10]=net(7,10-14)	DropNacks	0	0
0.1	Rtr6	7	dev[10]=net(7,10-14)	InData	8	10.0303
0.1	Rtr6	7	dev[10]=net(7,10-14)	OutData	0	0
0.1	Rtr6	7	dev[10]=net(7,10-14)	DropData	0	0
0.1	Rtr6	8	dev[10]=net(8,17-10)	InInterests	0	0
0.1	Rtr6	8	dev[10]=net(8,17-10)	OutInterests	20	0.545898
0.1	Rtr6	8	dev[10]=net(8,17-10)	DropInterests	0	0
0.1	Rtr6	8	dev[10]=net(8,17-10)	InNacks	0	0
0.1	Rtr6	8	dev[10]=net(8,17-10)	OutNacks	0	0
0.1	Rtr6	8	dev[10]=net(8,17-10)	DropNacks	0	0
0.1	Rtr6	8	dev[10]=net(8,17-10)	InData	19	23.8232
0.1	Rtr6	8	dev[10]=net(8,17-10)	OutData	0	0
0.1	Rtr6	8	dev[10]=net(8,17-10)	DropData	0	0
0.1	Rtr6	9	dev[10]=net(9,20-10)	InInterests	0	0
0.1	Rtr6	9	dev[10]=net(9,20-10)	OutInterests	20	0.545898
0.1	Rtr6	9	dev[10]=net(9,20-10)	DropInterests	0	0
0.1	Rtr6	9	dev[10]=net(9,20-10)	InNacks	0	0
0.1	Rtr6	9	dev[10]=net(9,20-10)	OutNacks	0	0
0.1	Rtr6	9	dev[10]=net(9,20-10)	DropNacks	0	0
0.1	Rtr6	9	dev[10]=net(9,20-10)	InData	20	25.0771
0.1	Rtr6	9	dev[10]=net(9,20-10)	OutData	0	0
0.1	Rtr6	9	dev[10]=net(9,20-10)	DropData	0	0
0.1	Rtr6	-1	all	SatisfiedInterests	65	0
0.1	Rtr6	-1	all	TimedOutInterests	0	0
0.1	Rtr7	0	dev[11]=net(0,10-11)	InInterests	20	0.545898
0.1	Rtr7	0	dev[11]=net(0,10-11)	OutInterests	0	0
0.1	Rtr7	0	dev[11]=net(0,10-11)	DropInterests	0	0
0.1	Rtr7	0	dev[11]=net(0,10-11)	InNacks	0	0
0.1	Rtr7	0	dev[11]=net(0,10-11)	OutNacks	0	0
0.1	Rtr7	0	dev[11]=net(0,10-11)	DropNacks	0	0
0.1	Rtr7	0	dev[11]=net(0,10-11)	InData	0	0
0.1	Rtr7	0	dev[11]=net(0,10-11)	OutData	19	23.8232
0.1	Rtr7	0	dev[11]=net(0,10-11)	DropData	0	0
0.1	Rtr7	2	dev[11]=net(2,11-13)	InInterests	0	0
